"Site","Year","Transect","Species","Count"
"SQ",2015,2,"Geukensia.demissa",NA
"SQ",2015,3,"Geukensia.demissa",NA
"SQ",2015,4,"Geukensia.demissa",NA
"SQ",2015,5,"Geukensia.demissa",NA
"SQ",2015,6,"Geukensia.demissa",NA
"SQ",2015,7,"Geukensia.demissa",NA
"SQ",2015,8,"Geukensia.demissa",NA
"SQ",2015,9,"Geukensia.demissa",NA
"SQ",2015,10,"Geukensia.demissa",NA
"SQ",2015,11,"Geukensia.demissa",NA
"SQ",2015,12,"Geukensia.demissa",NA
"W",2015,1,"Geukensia.demissa",2
"W",2015,2,"Geukensia.demissa",NA
"W",2015,3,"Geukensia.demissa",NA
"W",2015,4,"Geukensia.demissa",NA
"W",2015,5,"Geukensia.demissa",NA
"W",2015,6,"Geukensia.demissa",NA
"W",2015,7,"Geukensia.demissa",NA
"W",2015,8,"Geukensia.demissa",NA
"W",2015,9,"Geukensia.demissa",NA
"W",2015,10,"Geukensia.demissa",NA
"W",2015,11,"Geukensia.demissa",1
"W",2015,12,"Geukensia.demissa",NA
"N",2014,1,"Geukensia.demissa",1
"N",2014,2,"Geukensia.demissa",NA
"N",2014,3,"Geukensia.demissa",NA
"N",2014,4,"Geukensia.demissa",NA
"N",2014,5,"Geukensia.demissa",NA
"N",2014,6,"Geukensia.demissa",NA
"N",2014,7,"Geukensia.demissa",NA
"N",2014,8,"Geukensia.demissa",1
"N",2014,9,"Geukensia.demissa",NA
"N",2014,10,"Geukensia.demissa",NA
"N",2014,11,"Geukensia.demissa",NA
"N",2014,12,"Geukensia.demissa",NA
"EP",2015,1,"Geukensia.demissa",NA
"EP",2015,2,"Geukensia.demissa",NA
"EP",2015,3,"Geukensia.demissa",NA
"EP",2015,4,"Geukensia.demissa",NA
"EP",2015,5,"Geukensia.demissa",NA
"EP",2015,6,"Geukensia.demissa",NA
"EP",2015,7,"Geukensia.demissa",NA
"EP",2015,8,"Geukensia.demissa",NA
"EP",2015,9,"Geukensia.demissa",NA
"EP",2015,10,"Geukensia.demissa",NA
"EP",2015,11,"Geukensia.demissa",NA
"EP",2015,12,"Geukensia.demissa",NA
"M",2015,1,"Geukensia.demissa",NA
"M",2015,2,"Geukensia.demissa",NA
"M",2015,3,"Geukensia.demissa",1
"M",2015,4,"Geukensia.demissa",NA
"M",2015,5,"Geukensia.demissa",NA
"M",2015,6,"Geukensia.demissa",NA
"M",2015,7,"Geukensia.demissa",NA
"M",2015,8,"Geukensia.demissa",NA
"M",2015,9,"Geukensia.demissa",NA
"M",2015,10,"Geukensia.demissa",NA
"M",2015,11,"Geukensia.demissa",NA
"M",2015,12,"Geukensia.demissa",NA
"GC",2014,1,"Geukensia.demissa",0
"GC",2014,2,"Geukensia.demissa",0
"GC",2014,3,"Geukensia.demissa",0
"GC",2014,4,"Geukensia.demissa",0
"GC",2014,5,"Geukensia.demissa",0
"GC",2014,6,"Geukensia.demissa",0
"GC",2014,7,"Geukensia.demissa",0
"GC",2014,8,"Geukensia.demissa",0
"GC",2014,9,"Geukensia.demissa",0
"GC",2014,10,"Geukensia.demissa",0
"GC",2014,11,"Geukensia.demissa",0
"GC",2014,12,"Geukensia.demissa",0
"RI",2014,1,"Geukensia.demissa",0
"RI",2014,2,"Geukensia.demissa",0
"RI",2014,3,"Geukensia.demissa",0
"RI",2014,4,"Geukensia.demissa",0
"RI",2014,5,"Geukensia.demissa",0
"RI",2014,6,"Geukensia.demissa",0
"RI",2014,7,"Geukensia.demissa",0
"RI",2014,8,"Geukensia.demissa",0
"RI",2014,9,"Geukensia.demissa",0
"RI",2014,10,"Geukensia.demissa",0
"RI",2014,11,"Geukensia.demissa",0
"RI",2014,12,"Geukensia.demissa",0
