Date started,Date finished,Recorder (initials),sample code,site,Transect,Quadrat,Square #,Species,Count,notes,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,D2,Megamealus sp.,25,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,D2,Delphacodes,25,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,D4,Lenaphid spider,2,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,D4,Clubonia sp,4,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,D4,Delphacodes,25,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,D4,Megamealus sp.,25,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,D4,Tytthus sp.,1,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,D6,Amphipoda,3,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,D6,Dohrniphora sp,5,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,D6,Paraclius sp.,2,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,D6,Lenaphid spider,1,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,D6,Clubonia sp,1,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,D6,Delphacodes,20,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,D6,Megamealus sp.,20,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,E2,Mycetophilidae ,1,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,E2,Tytthus sp.,3,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,E2,Clubonia sp,2,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,E2,Orobatid mite,1,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,E2,Delphacodes,25,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,E2,Megamealus sp.,25,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,E4,Tytthus sp.,2,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,E4,Dohrniphora sp,4,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,E4,Clubonia sp,4,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,E4,Paraclius sp.,3,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,E4,Chaetopsis sp.,2,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,E4,Delphacodes,20,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,E4,Megamealus sp.,20,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,E6,Tytthus sp.,5,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,E6,Clubonia sp,3,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,E6,Lenaphid spider,1,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,E6,Delphacodes,10,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,E6,Megamealus sp.,10,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,E6,Amphipoda,2,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,A1,Paraclius sp.,2,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,A1,Delphacodes,30,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,A1,Megamealus sp.,30,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,A1,Tytthus sp.,4,,,,
10/13/16,10/18/16,FH,NT9Q3,N,9,3,A1,Clubonia sp,2,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,A1,Conocephalus spartinae,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,A1,Pardosa sp,3,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,A1,Hogna sp,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,A2,Pardosa sp,2,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,A2,Venzilla parvus,2,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,A2,Chaetopsis sp.,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,A2,Black ant (Formicidae),2,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,A3,Chaetopsis sp.,2,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,A3,Pardosa sp,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,A3,Megamealus sp.,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,A3,Conocephalus spartinae,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,A4,Conocephalus spartinae,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,A4,Pardosa sp,5,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,A4,Chaetopsis sp.,2,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,A4,Black ant (Formicidae),1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,A4,Venzilla parvus,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C5,Venzilla parvus,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C5,Chaetopsis sp.,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C5,Trombid mite,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C5,Pardosa sp,2,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C5,Paraclius sp.,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C4,Pardosa sp,5,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C4,Lenaphid spider,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C4,Venzilla parvus,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C4,Trombid mite,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C4,Orobatid mite,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C3,Pardosa sp,2,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C3,Venzilla parvus,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C3,Chaetopsis sp.,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C3,Lenaphid spider,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C3,callitula sp,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C2,Black ant (Formicidae),2,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C2,Lenaphid spider,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C2,Hogna sp,4,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C2,Pardosa sp,4,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C2,Erythrid mite,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C2,Chaetopsis sp.,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C1,Paraclius sp.,2,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C1,Chaetopsis sp.,2,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,C1,Conocephalus spartinae,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D1,Pardosa sp,3,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D1,Paraclius sp.,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D1,callitula sp,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D1,Lenaphid spider,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D1,Clubonia sp,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D2,Erythrid mite,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D2,callitula sp,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D2,Chaetopsis sp.,2,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D2,Hogna sp,2,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D2,Trombid mite,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D3,Megamealus sp.,2,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D3,Venzilla parvus,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D3,Pardosa sp,2,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D3,callitula sp,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D3,Orobatid mite,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D4,Lenaphid spider,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D4,callitula sp,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D5,Lenaphid spider,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D5,callitula sp,2,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D5,Pardosa sp,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D5,Anurida maritima,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D5,Black ant (Formicidae),1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D5,Clubonia sp,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D6,Venzilla parvus,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D6,Pardosa sp,3,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D6,Clubonia sp,1,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D6,callitula sp,2,,,,
10/18/16,10/18/16,FH,NT10Q5,N,10,5,D6,Chaetopsis sp.,2,,,,
10/18/16,10/18/16,FH,MT2Q3,M,2,3,A1,Mycetophilidae ,2,,,,
10/18/16,10/18/16,FH,MT2Q3,M,2,3,A1,Tytthus sp.,2,,,,
10/18/16,10/18/16,FH,MT2Q3,M,2,3,A1,Lenaphid spider,2,,,,
10/18/16,10/18/16,FH,MT2Q3,M,2,3,A1,Pardosa sp,1,,,,
10/18/16,10/18/16,FH,MT2Q3,M,2,3,A1,callitula sp,1,,,,
10/18/16,10/18/16,FH,MT2Q3,M,2,3,A1,Chloropidae,20,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,A1,Mantis religiosa,1,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,A1,Conocephalus spartinae,5,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,A1,Grammonota trivitatta,7,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,A1,Dohrniphora sp,2,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,A1,Venzilla parvus,1,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,A1,callitula sp,1,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,A1,Delphacodes,2,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,A1,Paraclius sp.,1,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,A5,Grammonota trivitatta,4,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,A5,Trombid mite,1,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,A5,callitula sp,1,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,A5,Venzilla parvus,1,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,A5,Cyphon sp.,1,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,A5,Erythrid mite,1,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,A5,Orobatid mite,3,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,B2,Linyphidae,2,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,B2,Delphacodes,3,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,B2,Trombid mite,1,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,B4,Pardosa sp.,7,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,B4,Hyposinga variabilis,1,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,B4,Megamealus sp.,1,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,B4,Delphacodes,2,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,B4,Clubonia sp,1,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,C1,Pardosa sp.,3,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,C1,Delphacodes,3,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,C1,callitula sp,3,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,C1,Prokelisia sp,3,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,C2,Venzilla parvus,1,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,C2,callitula sp,2,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,C2,Delphacodes,3,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,C2,Pardosa sp.,2,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,C2,Dohrniphora sp,1,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,C4,Hyposinga variabilis,1,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,C4,Pardosa sp.,6,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,C4,Cicadellidae,1,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,C4,Dohrniphora sp,2,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,C4,Amphipoda,1,,,,
10/13/16,10/13/16,MH,NT12Q5,N,12,5,C5,Trombid mite,4,,,,
10/12/16,10/13/16,MH,NT12Q5,N,12,5,C5,Pardosa sp.,4,,,,
10/12/16,10/13/16,MH,NT12Q5,N,12,5,C5,callitula sp,3,,,,
10/12/16,10/13/16,MH,NT12Q5,N,12,5,C5,Dohrniphora sp,2,,,,
10/12/16,10/13/16,MH,NT12Q5,N,12,5,C5,Venzilla parvus,1,,,,
10/12/16,10/13/16,MH,NT12Q5,N,12,5,C5,Chlorochroa senilis,1,,,,
10/12/16,10/13/16,MH,NT12Q5,N,12,5,D1,Pardosa sp.,6,,,,
10/12/16,10/13/16,MH,NT12Q5,N,12,5,D1,Chloropidae,4,,,,
10/12/16,10/13/16,MH,NT12Q5,N,12,5,D1,Delphacodes,2,,,,
10/12/16,10/13/16,MH,NT12Q5,N,12,5,D2,Delphacodes,7,,,,
10/12/16,10/13/16,MH,NT12Q5,N,12,5,D2,Pardosa sp.,7,,,,
10/12/16,10/13/16,MH,NT12Q5,N,12,5,D2,Hyposinga variabilis,1,,,,
10/12/16,10/13/16,MH,NT12Q5,N,12,5,D4,Mycetophilidae ,1,,,,
10/12/16,10/13/16,MH,NT12Q5,N,12,5,D4,Linyphidae,1,,,,
10/12/16,10/13/16,MH,NT12Q5,N,12,5,D4,Tytthus sp.,1,,,,
10/12/16,10/13/16,MH,NT12Q5,N,12,5,D4,Chlorochroa senilis,1,,,,
10/12/16,10/13/16,MH,NT12Q5,N,12,5,D4,Amphipoda,1,,,,
10/12/16,10/13/16,MH,NT12Q5,N,12,5,D4,Orobatid mite,1,,,,
10/12/16,10/13/16,MH,NT12Q5,N,12,5,D6,Pardosa sp.,6,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A1,Chloropidae,2,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A1,Cicadellidae,4,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A1,Clubonia sp,3,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A1,Lenaphid spider,2,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A1,Pardosa sp,3,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A2,Venzilla parvus,1,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A2,Megamealus sp.,1,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A2,Chloropidae,3,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A2,Delphacodes,2,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A2,Prokelisia sp,1,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A2,Pardosa sp,2,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A2,Lenaphid spider,2,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A3,Chloropidae,4,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A3,Clubonia sp,2,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A3,Pardosa sp,2,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A3,Lenaphid spider,2,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A3,Cyphon sp.,1,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A4,Pardosa sp,3,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A4,Lenaphid spider,2,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A4,Chloropidae,4,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A4,Prokelisia sp,1,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A4,Delphacodes,2,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A4,Salticidae,1,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A4,Trombid mite,1,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A4,Cicadellidae,3,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A5,Pardosa sp,2,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A5,Chloropidae,3,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A5,Prokelisia sp,1,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A5,Trombid mite,1,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A5,Oniscidea Venzillus parvus,1,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A5,callitula sp,2,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A5,Amphipoda,1,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A6,Chloropidae,2,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A6,Trombid mite,1,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A6,Prokelisia sp,1,,,,
10/17/16,10/20/16,MD,NT11Q5,N,11,5,A6,Pardosa sp,2,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B1,Venzilla parvus,1,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B1,Chloropidae,3,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B1,Tytthus sp.,1,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B1,Trombid mite,1,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B1,Prokelisia sp,2,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B1,Pardosa sp,3,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B1,Cicadellidae,2,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B1,Mycetophilidae ,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,A1,Hyposinga variabilis,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,A1,Pardosa sp,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,A1,Delphacodes,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,A2,Amphipoda,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,A2,Orobatid mite,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,A2,Venzilla parvus,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,A2,Gryllus sp.,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,A2,Ochlerotatus sollicitans,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,A2,Venzilla parvus,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,A2,Gryllus sp.,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,A2,Lasius,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,A2,Prokelisia sp,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,A2,Cousin Tytthus,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,A3,Delphacodes,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,A3,Juv dragonfly,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,A3,Ochlerotatus sollicitans,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,A4,Venzilla parvus,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,A4,Delphacodes,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,A5,Orobatid mite,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,A5,Venzilla parvus,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,A5,Pardosa sp,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,A6,Acrodactyla sp,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,B1,Erythrid mite,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,B2,Lenaphid spider,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,B2,Venzilla parvus,4,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,B2,Chloropidae,2,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,B2,Hebridae,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,B2,Venzilla parvus,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,B2,callitula sp,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,B3,Lenaphid spider,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,B3,Acrodactyla sp,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,B3,Orobatid mite,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,B4,Lasius,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,B4,Acrodactyla sp,2,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,B4,Venzilla parvus,3,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,B4,callitula sp,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,B4,Cyphon sp.,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,B4,Pardosa sp,2,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,B5,Delphacodes,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,B5,Tytthus sp.,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,B6,Venzilla parvus,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,B6,Prokelisia sp,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,B6,Chloropidae,2,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,C1,Unk mosquito,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,C1,Venzilla parvus,2,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,C1,Ochlerotatus sollicitans,2,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,C1,Delphacodes,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,C1,Pardosa sp.,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,C2,Orobatid mite,6,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,C2,Chaetopsis sp.,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,C3,Venzilla parvus,3,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,C3,Orobatid mite,2,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,C3,callitula sp,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,C3,Pardosa sp.,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,C4,Venzilla parvus,2,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,C4,Gryllus sp.,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,C4,Pardosa sp.,2,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,C4,Lasius,1,,,,
10/20/16,11/10/16,FH,MT7Q5,M,7,5,C4,Cicadellidae,1,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B2,Red spot spider,1,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B2,Venzilla parvus,1,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B2,Pardosa sp,2,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B2,Chloropidae,3,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B2,Amphipoda,2,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B2,Prokelisia sp,2,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B2,Ischnodemus badius,1,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B3,Hyposinga variabilis,1,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B3,Pardosa sp,5,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B3,Chloropidae,2,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B3,Prokelisia sp,3,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B3,callitula sp,2,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B3,Trombid mite,1,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B4,Chloropidae,2,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B4,callitula sp,2,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B4,Megamealus sp.,1,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B4,Pardosa sp,2,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B5,Chloropidae,2,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B5,Megamealus sp.,1,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B5,Cicadellidae,1,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B5,Pardosa sp,2,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B6,Prokelisia sp,2,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B6,Pardosa sp,2,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B6,Delphacodes,6,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B6,Chloropidae,2,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,B6,Hyposinga variabilis,1,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,C1,Prokelisia sp,2,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,C1,Amphipoda,2,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,C1,Trombid mite,1,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,C1,Pardosa sp,1,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,C1,Delphacodes,5,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,C1,Red spot spider,1,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,C2,Chloropidae,2,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,C2,Cicadellidae,1,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,C2,Trombid mite,1,,,,
10/20/16,10/20/16,MD,NT11Q5,N,11,5,C2,Pardosa sp,2,,,,
